,Case Type,Region,Case Number,Case Name,Status,Date Filed,Date Closed,Reason Closed,City,States & Territories,Employees on charge/petition,Allegations,Participants,Union,Unit Sought,Voters
404412,C,"Region 14, Saint Louis, Missouri",17-CB-005579,International Association of Machinists and Aerospace Workers Local Lodge No. 778 (American Ingredie,Closed,2001-12-28,2002-05-20,Dismissal Non-adjusted,Grandview,MO,150,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Involved Party, Legal Representative, HOLLAND JAMES, BIOFF, FINUCANE, COFFEY & HOLLAND, LLP, 4622 Pennsylvania Avenue, Suite 910, Kansas City, MO, 64112, (816)842-8770
Charging Party, Individual
Involved Party, Employer, AMERICAN INGREDIENTS, Grandview, MO, 64030-2856
Charged Party / Respondent, Additional Service, IAM, AFL-CIO, Arlington, TX, 76011-1711
Charged Party / Respondent, Union, IAMAW, LOCAL LODGE NO. 778, Kansas City, MO, 64138-2762
Charged Party / Respondent, Additional Service, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS IAMAW, AFL-CIO, Des Plaines, IL, 60018-
Charged Party / Respondent, Additional Service, International Association of Machinists and Aerospace Workers, Westchester, IL, 60154-5750",,,
404413,C,"Region 13, Chicago, Illinois",13-CA-039892,Electro-Motive,Closed,2001-12-28,2002-06-18,Dismissal Non-adjusted,LaGrange,IL,1000,"8(a)(1) Coercive Actions (Surveillance, etc)","Charged Party / Respondent, Legal Representative, Pieroni Mark, PO Box 33122, Detroit, MI, 48232-5122, (313)665-4923
Involved Party, Union, Teamsters Local Union No. 705, Chicago, IL, 60603
Involved Party, Additional Service, Teamsters Local Union No. 705, Chicago, IL, 60603
Charged Party / Respondent, Employer, ELECTRO-MOTIVE, Mc Cook, IL, 60525-3214
Charging Party, Individual",,,
404414,C,"Region 15, New Orleans, Louisiana",15-CA-016419,AUTUMN BREEZE HEALTHCARE,Closed,2001-12-28,2002-06-27,Dismissal Non-adjusted,MOBILE,AL,50,"8(a)(3) Discipline
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))","Charged Party / Respondent, Employer, AUTUMN BREEZE HEALTHCARE, Eight Mile, AL, 36613-3508
Charging Party, Individual",,,
404415,C,"Region 22, Newark, New Jersey",22-CA-024962,Jewish Home & Rehabilitation Center @ Rivervale; 2. the Jewish Home and Rehabilitation Center at Roc,Closed,2001-12-28,2002-06-14,Dismissal Non-adjusted,River Vale,NJ,46,"8(a)(5) Shutdown or Relocate (e.g. First National Maint.).Subcontract Work
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)","Charging Party, Legal Representative, COHEN ARNOLD, Oxfeld Cohen P.C., 60 Park Place,, 6th Floor, Newark, NJ, 07102-5504, (973)642-0161
Charged Party / Respondent, Legal Representative, GOLDSTEIN MARVIN, PROSKAUER ROSE LLP, 1 Newark Ctr, Devora Lindeman Esq, Newark, NJ, 07102-5235, (923)535-0514
Charged Party / Respondent, Legal Representative, GREENBERG STEVEN, GREENBERG & LANG, 2 University Plz Ste 507, Hackensack, NJ, 07601-6211, (201)487-7755
Charging Party, Union, NATIONAL UNION OF HOSPITAL & HEALTH CARE EMPLOYEES District 1199J, Newark, NJ, 07102-5376
Charged Party / Respondent, Employer, JEWISH HOME & REHABILITATION CENTER @ RIVERVALE, Rivervale, NJ, 07675-6399
Charged Party / Respondent, Employer, THE JEWISH HOME AND REHABILITATION CENTER AT ROCKLEIGH, Rockleigh, NJ, 07647-2504",,,
404416,C,"Region 19, Seattle, Washington",19-CA-027876,"Esparza Trucking, Inc. and/or Cipriano Esparza",Closed,2001-12-28,2002-07-09,Dismissal Non-adjusted,Grandview,WA,12,8(a)(3) Changes in Terms and Conditions of Employment,"Charging Party, Legal Representative, RODRIQUEZ BLANCA, 6 S 2nd St Ste 304, Northwest Justice Project, Yakima, WA, 98901-2629, (509)574-4234
Charging Party, Legal Representative, Rodriguez Blanca, NORTHWEST JUSTICE PROJECT, 6 S 2nd St Ste 660, Yakima, WA, 98901-2629, (509)575-5593
Charged Party / Respondent, Legal Representative, EDGLEY RYAN, EDGLEY LAW OFFICES, PS, 201 E D St, Yakima, WA, 98901-2367, (509)248-1740
Charged Party / Respondent, Employer, ESPARZA TRUCKING/CIPRIANO ESPARZA, Grandview, WA, 98930-9041
Charging Party, Union, UNION OF ESPARZA TRUCKERS, Yakima, WA, 98901-2629
Charging Party, Individual",,,
404417,C,"Region 22, Newark, New Jersey",22-CA-024965,The Palnut Company,Closed,2001-12-28,2002-08-19,Informal Settlement,Mountainside,NJ,120,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))","Charging Party, Legal Representative, MEYER JEREMY, Cleary, Josem & Trigiani LLP, 325 Chestnut Street, Suite 200, Philadelphia, PA, 19106, (215)735-9099
Charged Party / Respondent, Legal Representative, WEINSTEIN STEVEN, DUNETZ, MARCUS, BRODY & WEINSTEIN, LLC, 354 Eisenhower Pkwy, Plaza II Ste 1900, Livingston, NJ, 07039-1022, (973)740-1200
Charged Party / Respondent, Employer, THE PALNUT COMPANY, Mountainside, NJ, 07092-2915
Charging Party, Union, UAW, REGION 9, Trenton, NJ, 08611-3517",,,
404418,C,"Region 22, Newark, New Jersey",22-CB-009387,"Service Employees International Union, Local 74 (Fairmount Cemetery)",Closed,2001-12-28,2002-06-13,Dismissal Non-adjusted,Newark,NJ,15,"8(b)(1)(A) Coercion, incl'g Statements and Violence","Involved Party, Legal Representative, MODEL ALAN, Fox Rothschild LLP, 75 Livingston Ave, Roseland, NJ, 07068-3737, (973)992-4800
Charging Party, Legal Representative, NEEDLE DANIEL, KOHN & NEEDLE, 1763 Springfield Ave, Maplewood, NJ, 07040-2941, (973)763-4500
Charged Party / Respondent, Legal Representative, RYAN THOMAS, O'DWYER & BERNSTEIN, LLP, 52 Duane St Fl 5, Paul O Dwyer Way, New York, NY, 10007-1229, (212)571-7100
Involved Party, Employer, FAIRMOUNT CEMETERY, Newark, NJ, 07107-1020
Charged Party / Respondent, Union, SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 74, Hackensack, NJ, 07601-6826
Charging Party, Individual",,,
404419,C,"Region 09, Cincinnati, Ohio",09-CB-010592,ARMCO EMPLOYEES INDEPENDENT FEDERATION (AK Steel Corporation),Closed,2001-12-28,2002-05-15,Dismissal Non-adjusted,Middletown,OH,3500,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Involved Party, Legal Representative, O'CONNOR JOHN, Koppers Inc., 703 Curtis St, Middletown, OH, 45044-5812, (513)425-2669
Charged Party / Respondent, Legal Representative, MITCHELL ROBERT, Manley Burke, LPA, 250 East Fifth Street, 15th Floor, Cincinnati, OH, 45202, (513)721-5525
Charged Party / Respondent, Union, ARMCO EMPLOYEES INDEPENDENT FEDERATION, Middletown, OH, 45044-4011
Involved Party, Employer, Koppers Inc., Middletown, OH, 45044-5812
Charging Party, Individual",,,
404420,C,"Region 07, Detroit, Michigan",07-CA-044680,Perfection BAkeries Inc.,Closed,2001-12-28,2004-01-09,Dismissal Non-adjusted,Fort Wayne,IN,120,"8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)","Charged Party / Respondent, Legal Representative, CARSON PHILIP, MILLER CARSON BOXBERGER & MURPHY LLP, 110 E Wayne Street, Fort Wayne, IN, 46802-2604, (219)423-9411
Charged Party / Respondent, Employer, PERFECTION BAKERIES INC., Fort Wayne, IN, 46802
Charging Party, Union, LOCAL 164, IBT, Jackson, MI, 49202-2740",,,
404421,C,"Region 12, Tampa, Florida",24-CA-009128,RVT Maintenance,Closed,2001-12-28,2003-06-02,Dismissal Non-adjusted,San Juan,PR,52,,"Charged Party / Respondent, Legal Representative, MORALES RAYMOND, RODRIGUEZ & FERNANDEZ, PO Box 192996, San Juan, PR, 00919-2996, (787)751-3923
Charged Party / Respondent, Employer, RVT MAINTENANCE, San Juan, PR, 00936-1691
Charging Party, Union, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC, Bayamon, PR, 00960-5828",,,
404422,C,"Region 09, Cincinnati, Ohio",09-CA-038977,APPLETON PAPERS,Closed,2001-12-28,2002-03-22,Dismissal Non-adjusted,West Carrollton,OH,300,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(3) Changes in Terms and Conditions of Employment","Charged Party / Respondent, Employer, APPLETON PAPERS, West Carrollton, OH, 45449-1900
Involved Party, Additional Service, PAPER, ALLIED-INDUSTRIAL, CHEMICAL AND ENERGY WORKERS, INTERNATIONAL UNION, AFL-CIO, CLC, Nashville, TN, 37211-4154
Involved Party, Union, PAPER, ALLIED-INDUSTRIAL, CHEMICAL AND ENERGY WORKERS INTERNATIONAL UNION, LOCAL 5-266, AFL-CIO-CLC, Franklin, OH, 45005-2320
Charging Party, Individual",,,
404423,C,"Region 08, Cleveland, Ohio",08-CA-033018,"Brisben Development  Company; Brisben Development, Inc.; Timber Lake Apartments Ltd. Partnership; an",Closed,2001-12-28,2009-04-21,Dismissal Non-adjusted,Lorain,OH,2,"8(a)(1) Lawsuits
8(a)(1) Coercive Actions (Surveillance, etc)",,,,
404424,C,"Region 09, Cincinnati, Ohio",09-CA-038978,NELSON TREE SERVICE INC.,Closed,2001-12-28,2002-01-29,Withdrawal Non-adjusted,Dayton,OH,15,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))","Charging Party, Notification, Hill Edwin, 1125 15th St NW Ste 1108, Ibew International Union, Washington, DC, 20005-2702, (202)728-6098
Charging Party, Notification, WITTE PAUL, 7710 Reading Rd Ste 9, Ibew Afl Cio, Cincinnati, OH, 45237-6800, (513)821-5480
Charged Party / Respondent, Legal Representative, Penney Todd, THOMPSON, HINE & FLORY, 10 W 2nd St, 2000 Courthouse Plz NE, Dayton, OH, 45402-1791, (937)443-6600
Charged Party / Respondent, Employer, NELSON TREE SERVICE, INC., Dayton, OH, 45439-2394
Charging Party, Union, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 71, Galloway, OH, 43119-9774",,,
404425,C,"Region 13, Chicago, Illinois",13-CA-039893,"G. Rabine & Sons, Inc. d/b/a Rabine Paving",Closed,2001-12-28,2002-02-11,Withdrawal Adjusted,Spring Grove,IL,40,,,,,
404426,C,"Region 18, Minneapolis, Minnesota",18-CA-016275,"Apcoa/Standard Parking, Inc.",Closed,2001-12-28,2002-02-21,Withdrawal Adjusted,Saint Paul,MN,100,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(5) Refusal to Furnish Information",,,,
404427,C,"Region 01, Boston, Massachusetts",34-CA-009971,"Ferguson Enterprises, Inc. d/b/a EPPCO, A Ferguson Enterprise",Closed,2001-12-28,2002-02-01,Withdrawal Adjusted,Newington,CT,10,,,,,
404428,C,"Region 29, Brooklyn, New York",29-CA-024683,Heavenly Kosher Inc D/B/A Weiss Kosher Cuisine,Closed,2001-12-27,2002-03-29,Dismissal Non-adjusted,Brooklyn,NY,25,,"Charging Party, Legal Representative, PEARLMAN SCHATZ JULIE, LAW OFFICES OF RICHARD M. GREENSPAN, P.C, 61 Broadway 25th Floor, New York, NY, 10006, (914)478-2801
Charged Party / Respondent, Employer, HEAVENLY KOSHER INC D/B/A WEISS KOSHER, Brooklyn, NY, 11222-",,,
404429,C,"Region 14, Saint Louis, Missouri",17-CB-005577,"United Automobile, Aerospace and Agricultural Implement Workers of America UAW, Local 31 (General Mo",Closed,2001-12-27,2002-05-20,Dismissal Non-adjusted,Kansas City,KS,3500,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charging Party, Individual
Involved Party, Employer, GENERAL MOTORS, NAO, Kansas City, KS, 66115-1399
Involved Party, Additional Service, General Motors LLC, Detroit, MI, 48265
Charged Party / Respondent, Additional Service, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO, Local 863, DETROIT, MI, 48214-3963
Charged Party / Respondent, Union, United Automobile Workers, Local 31, Kansas City, KS, 66115-1227",,,
404430,C,"Region 29, Brooklyn, New York",29-CA-024681,Heavenly Kosher Inc D/B/A/ Weiss Kosher Cuisine,Closed,2001-12-27,2002-03-29,Dismissal Non-adjusted,Brooklyn,NY,25,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)),"Charging Party, Legal Representative, PEARLMAN SCHATZ JULIE, LAW OFFICES OF RICHARD M. GREENSPAN, P.C, 61 Broadway 25th Floor, New York, NY, 10006, (914)478-2801
Charged Party / Respondent, Employer, HEAVENLY KOSHER INC D/B/A WEISS KOSHER, Brooklyn, NY, 11222-",,,
404431,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032481,United States Postal Service,Closed,2001-12-27,2002-02-28,Withdrawal Adjusted,Bradford,PA,55,"8(a)(3) Changes in Terms and Conditions of Employment
8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(5) Refusal to Furnish Information",,,,
404432,C,"Region 09, Cincinnati, Ohio",09-CA-038973,SARA LEE BAKERY GROUP D/B/A THE EARTHGRAINS COMPANY,Closed,2001-12-27,2002-02-25,Withdrawal Adjusted,London,KY,180,"8(a)(3) Discipline
8(a)(3) Changes in Terms and Conditions of Employment
8(a)(1) Coercive Rules
8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]
8(a)(1) Coercive Actions (Surveillance, etc)","Charged Party / Respondent, Legal Representative, TUGGLE R., KILPATRICK STOCKTON LLP, 1100 Peachtree St NE Ste 2800, Atlanta, GA, 30309-4530, (404)815-6369
Charged Party / Respondent, Employer, SARA LEE BAKERY GROUP D/B/A THE EARTHGRAINS COMPANY, London, KY, 40741-1011
Charging Party, Additional Service, BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION, Kensington, MD, 20895-3961
Charging Party, Union, BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION,  LOCAL 531, AFL-CIO-CL, London, KY, 40743-0430",,,
404433,C,"Region 09, Cincinnati, Ohio",09-CA-038974,CINERGY,Closed,2001-12-27,2002-02-27,Withdrawal Non-adjusted,Cincinnati,OH,5000,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]","Involved Party, Additional Service, United Steelworkers International Union and its Local 200, Niles, OH, 44446-4626
Charged Party / Respondent, Employer, CINERGY, Cincinnati, OH, 45202-
Involved Party, Union, UNITED STEELWORKERS OF AMERICA, LOCAL 12049, AFL-CIO-CLC, CINCINNATI, OH, 45246-3420
Charging Party, Individual",,,
404434,C,"Region 16, Fort Worth, Texas",16-CA-021619,United States Postal Service,Closed,2001-12-27,2008-02-21,,Houston,TX,100,8(a)(5) Refusal to Furnish Information,"Charged Party / Respondent, Employer, UNITED STATES POSTAL SERVICE, Houston, TX, 77077-9998
Charging Party, Individual",,,
404435,C,"Region 09, Cincinnati, Ohio",09-CA-038971,VERIZON,Closed,2001-12-27,2003-09-02,Dismissal Non-adjusted,Lexington,KY,120,,"Charged Party / Respondent, Legal Representative, MAYOR ERNESTO, VERIZON  COMMUNICATIONS, 201 N Franklin St Ste 1600, Tampa, FL, 33602-5110, (813)483-2614
Charged Party / Respondent, Employer, VERIZON, Lexington, KY, 40507-
Charging Party, Individual",,,
404436,C,"Region 01, Boston, Massachusetts",34-CB-002535,"International Brotherhood of Electrical Workers, Local 488 (No Employer)",Closed,2001-12-27,2002-10-29,Informal Settlement,Monroe,CT,10,,,,,
404437,C,"Region 18, Minneapolis, Minnesota",18-CA-016274,"G&K Services, Inc.",Closed,2001-12-27,2002-03-15,Withdrawal Non-adjusted,Minnetonka,MN,500,"8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
8(a)(1) Interrogation (including Polling)",,,,
404438,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032482,Westmoreland Waste Sanitary Landfill/County Hauling Corporation,Closed,2001-12-27,2002-04-15,Dismissal Non-adjusted,Belle Vernon,PA,20,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)),,,,
404439,C,"Region 01, Boston, Massachusetts",34-CA-009970,"Waste Management of Connecticut, Inc.",Closed,2001-12-27,2002-04-19,Withdrawal Adjusted,South Windsor,CT,75,,,,,
404440,C,"Region 05, Baltimore, Maryland",05-CB-009301,"National Association of Letter Carriers, AFL-CIO (United States Postal Service)",Closed,2001-12-26,2002-09-12,Dismissal Non-adjusted,DISTRICT OF COLUMBIA,DC,800000,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Involved Party, Notification, ANGELO JENNIFER, PAUL HASTINGS, 400 Virginia Ave SW Ste 650, Washington, DC, 20024-2730, (202)314-6800
Involved Party, Notification, Brennan Megan, United States Postal Service, 475 Lenfant Plz SW, Washington, DC, 20260-0001, (202)268-2000
Charging Party, Individual",,,
404441,C,"Region 05, Baltimore, Maryland",05-CB-009302,"National Association of Letter Carriers, AFL-CIO (United States Postal Service)",Closed,2001-12-26,2002-09-12,Dismissal Non-adjusted,DISTRICT OF COLUMBIA,DC,800000,,"Involved Party, Notification, ANGELO JENNIFER, PAUL HASTINGS, 400 Virginia Ave SW Ste 650, Washington, DC, 20024-2730, (202)314-6800
Involved Party, Notification, Brennan Megan, United States Postal Service, 475 Lenfant Plz SW, Washington, DC, 20260-0001, (202)268-2000
Charging Party, Individual",,,
404442,C,"Region 15, New Orleans, Louisiana",15-CA-016417,Columbian Chemicals Company,Closed,2001-12-26,2002-06-24,Dismissal Non-adjusted,Franklin,LA,115,,"Charged Party / Respondent, Employer, COLUMBIAN CHEMICAL COMPANY, Franklin, LA, 70538-1149
Charging Party, Additional Service, International Chemical Workers Union Council/UFCW, Akron, OH, 44313
Charging Party, Union, UNITED FOOD AND COMMERCIAL WORKERS AND ITS INTERNATIONAL CHEMICAL WORKERS UNION COUNCIL, Alcoa, TN, 37701-3182",,,
404443,C,"Region 10, Atlanta, Georgia",10-CB-007748,"IUE-CWA and its Local 706 (HBD Industries, Inc.)",Closed,2001-12-26,2002-10-03,Withdrawal Non-adjusted,Oneida,TN,270,"8(b)(1)(A) Discipline (including charges/fines)/Harassment
8(b)(3) Refusal to Bargain/Bad Faith or Surface Bargaining
8(b)(1)(A) Picketing/Strike Actions","Involved Party, Legal Representative, HOMERIN DENNIS, JONES, DAY, REAVIS & POGUE, 1893 Sheridan Rd Ste 218, Highland Park, IL, 60035-2637, (706)625-2049
Charged Party / Respondent, Legal Representative, KOSLOW STEPHEN, IUE-CWA, 1275 K St NW Ste 600, Washington, DC, 20005-4064, (202)513-6307
Charged Party / Respondent, Union, IUE-CWA AND ITS LOCAL 706, Helenwood, TN, 37755-0272
Involved Party, Employer, FSRNY-CREF, LLC, New York, NY, 10017
Involved Party, Employer, FSRNY-CREF, LLC, Oneida, TN, 37841-6203",,,
404444,C,"Region 05, Baltimore, Maryland",05-CB-009303,"NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO (UNITED STATES POSTAL SERVICE)",Closed,2001-12-26,2002-09-12,Dismissal Non-adjusted,District of Columbia,DC,800000,,"Involved Party, Notification, ANGELO JENNIFER, PAUL HASTINGS, 400 Virginia Ave SW Ste 650, Washington, DC, 20024-2730, (202)314-6800
Involved Party, Notification, Brennan Megan, United States Postal Service, 475 Lenfant Plz SW, Washington, DC, 20260-0001, (202)268-2000
Charging Party, Individual",,,
404445,C,"Region 32, Oakland, California",32-CA-019308,"Mattress Discounters, Inc.",Closed,2001-12-26,2002-09-04,Withdrawal Non-adjusted,Hayward,CA,30,,"Charging Party, Legal Representative, Rosenfeld David, Weinberg, Roger & Rosenfeld, 1001 Marina Village Pkwy., Ste. 200, Alameda, CA, 94501-6430, (510)337-1001
Charged Party / Respondent, Legal Representative, Davis Doreen, Morgan, Lewis & Bockius, LLP, 1701 MARKET STREET, PHILADELPHIA, PA, 19103, (212)326-3833
Charged Party / Respondent, Legal Representative, HIRSHFELD, STEPHEN, CURIALE, DELLAVERSON, KELLY & KRAEMER, LLP, 456 Montgomery Street, Suite 2200, San Francisco, CA, 94104, (415)835-9000
Charging Party, Union, BROTHER OF TEAMSTERS, AUTO TRUCK DRIVERS, LINE DRIVERS, CAR HAULERS AND HELPERS LOCAL NO. 70, Oakland, CA, 94612
Charging Party, Additional Service, International Brotherhood of Teamsters, AFL-CIO, Austin, TX, 78741",,,
404446,C,"Region 07, Detroit, Michigan",07-CA-044673,USF Holland Motor,Closed,2001-12-26,2002-06-05,Dismissal Non-adjusted,Pontiac,MI,170,8(a)(3) Discipline,"Charging Party, Individual
",,,
